delegate,voting_power,th_vp,ch_member_r2,ch_vp_r2,ch_member_r3,ch_vp_r3,ch_member_r4,ch_vp_r4,gc_member_s3,gc_vp_s3,gc_member_s4,gc_vp_s4,gc_member_s5,gc_vp_s5,gc_member_mm_s5,gc_vp_mm_s5,sc_member_s5,sc_vp_s5,coc_member_s5,coc_vp_s5,dab_member_s5,dab_vp_s5
0x6eec9ed388f1ba3b1c4b08f2737149e4cbe3af4f,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2dee84d469ea2c8bb4af371ecdc95a71a77322a4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe34f24484e8f4aefae783314b704a9a056a153b0,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf558eff8d4cb3bc1f6a6c25d0b8fcb58d4ae0342,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0d5d8c8f12b3f7858b21951156599ee011f6c0f6,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd6a7f1b4b56642b7214fa3578565aef93dd0d5b9,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8950827be8fa721fdfbe7764f2b6c3988132dffc,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x686aad88f92925b20278eabcd98960f0dc1d661a,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8b88ad9ccb1b490946cb7baa62dde8ff77922ad8,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf0322106f33844168ecd9049772ae7f498b3d810,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd0082c75272647bd1b391bb9c5718569c0489090,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x44dc3f9e6d43c283c4bb8874cdf62ec30456789a,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4b41cd1c80db81c1cc923419b9c4d4cd4d13e9b5,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x12d6ef206a5ba9f42d7dc58bd38d4df7bb70934b,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x92471466e34054b9eefc7e482a23d188620abebd,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9ab8f425600d7dd6335b61a59955fc52b1537795,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa5d0040c847ca583076962693ebaac191fd827f5,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5b7d512c1b82cdc23531c93258ec84a5d0a13809,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5819f74c85eb7bd8528a851deb88e148ad97d2e5,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8fad217f8a5aa2264723ee2ea93bc88155a85f3a,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe65a9c9602199248e4b551dc52bf9c3e82537eed,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x78f128bd6aab01f3ba5164c46daf6dc5b4cee506,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd51278744b37e953678144dc401d4e91921379c7,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0ffb49827cdf0d398970919a37e0218a9f01509c,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa2fde5e2e40faf4c5fee53734ee5ac2eaa6a0ba7,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x95537634202c31521315078bc1b8837e1da72699,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc184e921d0c51ea0c12194050f2791d23f991f68,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xca79106a1a187c40e4830eca639b63b2dc0415fb,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xee1e438e4d9e06958a8b86a7b2c969e9b7e5e982,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x48a4040c0b14de3bb9593d6293a54f30cd03a983,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0bad412e72ec0ead80bd5441f33561ba59918e04,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4579005db4f2c20c93c32d2678eda4df0ff9fc52,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8786108d2f7b110843e2096fac34bfa4c2039b6f,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5a628effb28e22066d01d9f48ba3d51f50bdff7c,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa16dfe6ac6b71cc6b1e27971b92302d2e45be3cb,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xad7d50d88dcfec80d97892469ad19b23997e6e54,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdcd52bb1e93322124674cf61c598c614775a83d7,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x11e266abd9126d271a64d67b8a684091735d57a6,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x18883410d3fe76b254720b320d586d19c8682f6d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xae6c625be6308dbf2cf870b290f9cf497e1068cc,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x93bb674de2d085d17eaf161cb65a87526969ce0b,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x60bce528cca3dd12023135b5674369087d7002df,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2374fc856c6787ce1e1097e005e2e37f4a3851b2,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0eafd23a586b190de1e344d4a4aaab3f88631686,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x46f0d55f902ffb58c9cec401a571a35bd4f68d81,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc2842a7653b9c2272f424a18dff468c32d1f874d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe30987f0f2f06fc8924103b003b1069567f7e8c4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x26f10640ddd00dd4fc219c255caaab12255b8023,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8b67ebd8ca9a9da39e99d36e5c49ffaedf4d2f1e,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x017eb7f0a942b30f9a3680990d769a20b32217bd,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xed2a42f39582f19e728738b1145259416c36442d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb6984e201f3ab5f1e769f2c16b6a82d72a68c778,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5066c2714d6b44d5e3a502446516d736b7e1a7e8,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x63a6b026eff8f1abdab941cc0d18c5bb408e53e4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe039e1d8194a335bbe1c21ab6bd5698289d05bb3,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xca5b90a5cdf22e36028d7f2588fea40231f70c17,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x421bdf5da0d4d441ef7d8d99a5059897da6fc4f1,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4095f2b8dc6a18ce295699b0ab6ca16980881e48,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8dd0578ef38d19dd0582fcb77690ec7c0a0e7a6d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf1dcfee4d781eadc39f219e82ac0bdfc35dfc4b0,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xcb05cf0517ec1b436f18ac34a08358765a8efb72,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xfcd5fa1e06d7485e35e19ff6c1d9101df765561a,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc2ea013e73e30bad228774412fb611b5f481e378,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x68b18b43d925317473fe9506fe4940ce9c7e5a2d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1b50031442b4d2d2b41aee27e20e5efd8e25956a,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4f53145f3f103507f919bd2c9f4a78507e8eacbf,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x687d395b5908c636b821221201334e8cf29863bf,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf1f63b3e36c3c8e4ef25ab31f82b01279696a92e,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6ab56fa34d26f674939b2947ea25d8a609765597,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa33698d7ce3d595934c3a580e043f48e8c52f3dd,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xcce9a28b570946123f392cf1dbfa6d2d5e636a1f,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x45dd4105717e277defee742c1a5ab6a125f811d8,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe69f021b7c4596d4564fd1efb8c2200420f42be1,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x20dd1b41545fe1b42f55931d1f69ce04034287a2,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x59318ae01cf8e546bf880d4cf222020e70c0912d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xfd87c20c06f49b193e742600e2589a1c6a6e6ac1,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb441a9e5d5581fa859858f35f437790228b956ed,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1996b089948a32866853b656fd3199993e357dbb,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd952f25a26404e6c1d3e320c7116fc444296a2e7,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd770d242c5734a3b8028cf46d2a2e980ece07bea,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd6c2c3f46608c8215454489b6aea2e5e16c465b6,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x651b31524eeb2cb49ff25784505c88c81a40aa81,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb5837c5d23160510f0f2e9a8fe08ff3f5c8cb036,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb5076670307ddb9328085eefee6baa25ecfab6c2,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xaf4255d73dd05583187b91956d7b1fc349e3f5cd,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb4f2b9054d7f781a13051ed07cab787db9f95afc,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb1a9370815c0bd55ade6b8ae4c25542e59fbbb20,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x63f620ce610e6ce09b18f8f1800a0c55e7fc80c1,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x266f9144d2043c85e39f76db0a3d542b36127612,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x69344717556c64dc49a2ba36267a04efacf34d27,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xba5954cd1caf1f3a7d6b69f8d3ae7df1d5ae5792,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1cd6a27ad851146b43b952c405f09a637a164018,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdd49cac74e70bacc4815f7d125bba53c0292fe31,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9636f66a0d44e5b3db2b82a8c942d2a22fbf04b8,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0bcc7378305bf87f8b25142ceb69bba5bede75e1,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe73277c2468391181d94e7c0ae64bbd59849b1e3,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x300a655ccfb755fc1f7d0e64002b7b02566ce412,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xca660e3e501885359382b5f2ed3b2a9e6ca0a29f,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7e2a80695b18f062b2789ce74995cdb7f1ff40c8,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6bac8830d5d990ff856a412551d728e6148ca86e,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xbdfacf4fb08ccf5cb74e8793b51592dd98bf0a68,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb6c9d5eb4c9548251aec860a52ee7501842b7abd,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x11b32242f30f8159fdf36fbb4d6a26efffd533ca,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdde045b5ab6f8fbbb88df9988670b45d86885fa7,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2b6ca557426ef32205cbd3521fcd84df73c02397,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4831b68c872a7b8b320fe7bc9c27b191f646c3ba,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x23d4e10dc767d649a91b371e100f3d05cb8a3ba6,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4f60e166c4ab7357defafba63d0f73a5d515afda,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x09f113e3fc12e0bb6107d34d0bae233aaa641a56,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x73cc6e79893d897bf9dcb1174e6ec0d05b2bc4ac,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9a7390466371390d95a164c59d561b8495c1c5a0,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x99fa48ccea8a38cde6b437450ff9bbddafaa4fc8,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9f33267d0d1e22929072780260a5ac6c81fbe883,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xccfec23bbb290f5e0c57c93258ae5086263bcc0b,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc9ece8e2e0b15c820da54c0c668269c4588e5e58,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x42872e7df0e9c795b52b2f84bd6134a1b024c6b0,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7371fbda0323616fc08b0c8f5c991813f70caa5c,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xbfac61d1e22efa9d37fc3ff36b9dff9655131f52,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd495a51a4f8e1f7f56322bdc75fafcc0e3a5a148,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd372b7816a14abb6505beb843ae0adbe3d8a61a4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x80d1ff4b4e0a156caa608fb6c20df43907b79894,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x048039b1dc0e9ef2f027e755ed5c42e2556703ed,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8580e588a7724e057dabed356b675204cae561d3,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9119bc87389700b8970df51a810dd8fa4db38264,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3378ba26d1ce03b0b8727b5e78ae0fe3f327e47b,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x36aa31ef7aa47e02d849378208c74a6369f16660,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb78eb12f4ed91d7fa5c26d28313a9e53e567e058,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x88ba05bd0426ce8908d2a20bab5df904aed12d13,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3ff8c9ad31a9f1f7e22f9c7e58a3faefcb715647,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc428e4138b6a0d05ae79f6d8081477502cd8172d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x10495e143d79296d5222497b7245294dc9e2d596,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd875e22f76629bf52c6f66b1ccc238333f806cc5,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xde36c1a7d50cb22cbaabec0408645ba63b542292,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa6bb41f25d92907db9d0e90bf90f8fdc99147c57,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x899ca2f14ae1944dff85cf3aee2b7ad666a313d2,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0175b32dfc64088fe25f8a4d6291caa7ef5b909d,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xbe67de0c3f7650b958aabdfff3bbd8d55d5c2ccd,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0b41b1a7e107e2b126ce02d54f163531164e7894,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xbc66f4c6ab08e773cb45af2a9a2334703b9ea6b4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6099c5863f280a81532be79afe969821ac92feb3,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6f23df8afc81bcb1edc25d1ff5052e566ac34580,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdaa9a26de24b063049d5869a251b46cebdeb8242,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1888d61c93390cf5e74ee3ed3561181c080fdc93,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x79db89fa76c3df6bba3273e6fb1ea11f7feca18a,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0059ce7237e67f090e37af55bb4c3ca21cb0047e,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6335335ece82e9ffd4fe380235a5ba0fdd5978ac,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x30e405b2603c98264541fafc3d0e00913a49c286,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xff1049d286d2e847c472fe85517842f252246716,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6a9540518477fea00b998bfa2e7c967ca853f209,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0f114d871c6e6b8793de599096167537b2795001,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0ef45edeaf2a9927d3b69cf2c8ea1befe10eb986,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8acd91903509d7a48755570ff4f3b1a7317e7987,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd93a672802806e129410b070f206f1e4ffdeebd4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa133fcc24e9276e0b68b01ff6ee2c2d0a575710f,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe8b44e56a432a8892473765a9280998cb915baf7,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0907d2a7bf7fa53b573d324287b1799e7e020e98,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0dae17d9884d59fe096970cee442a7707e6892a4,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x49255ede49ca2171940d3749b8eab11885fb1714,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x48a99f12ac0bac569b846422a35775f98e59bba6,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc178f23afcd7d9465b8525305977fdd8738b6637,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x46b2e0e5bc105423c0ab96085280d57ed88ec655,776.867362080441,0.0022028627901217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
