delegate,voting_power,th_vp,ch_member_r2,ch_vp_r2,ch_member_r3,ch_vp_r3,ch_member_r4,ch_vp_r4,gc_member_s3,gc_vp_s3,gc_member_s4,gc_vp_s4,gc_member_s5,gc_vp_s5,gc_member_mm_s5,gc_vp_mm_s5,sc_member_s5,sc_vp_s5,coc_member_s5,coc_vp_s5,dab_member_s5,dab_vp_s5
0x60dd456273cbb018c2222621d4c2dc5016e870d3,13122.705854012576,0.0372103680016926,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xeabd9ab3ebe4056bd148ad06b5273f2f141efa6c,12875.10073634627,0.0365082660381217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2245be89fc8fab94ed982e859aa3212a4e4eb7e5,12546.759667730565,0.0355772315297529,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7fe02ca835b711928505ea6725ccca6dce6db9e7,12480.02655382793,0.0353880050277006,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0ef0c89149152f57d42df5e3aed1b9b8305e7e18,12474.19000082484,0.0353714550655569,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2145304c34a9837349c3250d9311fc742336b2fe,12346.790460749697,0.0350102045870214,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4e224e7e9e6084877856f147ce06a33ccb88eeff,12280.769179001962,0.0348229965357928,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x953eba01f96a87691a259c82699ad0be913c0dc7,12135.099345083512,0.0344099393365267,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd7c737a195f75ccb819a1ce7474892e4ab6bff8f,12044.957,0.0341543342905546,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa824dc3ae402dfd6a5de71c6fc30ff9e00411209,11951.21188479339,0.0338885133330474,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd39ea6043d1fa03f5be2beb2cfe65faa4ef0e595,11800.000000828548,0.0334597412557673,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0c387030a5d3acdcde1a8ddaf26df31bbc1ce763,11770.46284601068,0.0333759865474988,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd2d117e6dbbfdd74d6b865ff859a4611bd29f3ed,10707.546434296217,0.0303620112839414,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x39cc43b3068a208ae87042f927fb53b85586c654,10554.027297779749,0.029926696827561,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x24dd242c3c4061b1fcaa5119af608b56afbaea95,10540.561325972149,0.0298885131044755,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xea173f401253436102da7a77548fc99322bd76b8,10438.634567788264,0.0295994925150152,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xecf3515a589979e98fc8cb8473f631b5f287c002,10300.045158151284,0.0292065123635815,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf935861a8b8cc6867eeb463d97b501c69d177092,10127.191871050436,0.028716374544836,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6bb84acda075cf8adb3628d57cd8811afcbd189e,10000.887494607989,0.0283582294808581,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0b411e641a36be7a99f9a86c2fbb8eec3ee560f3,9947.02294461898,0.0282054927092171,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x98b1522a9b09040fed62dfea83ac2286964e68db,9762.8412689,0.0276832324369139,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc5fbc6a76a4b462911787529f144561cbcde165a,9645.134566524974,0.0273494666907053,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x220a6cb04d48ca2c33735e94df78c17f8b0f7c9f,9596.166104753189,0.0272106131262594,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x91199826dbc27ae3033357d91b6fd3b7eb4d2149,9566.15991536447,0.0271255284370265,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x88620b600aff43f796e7e1ed1335286c29eb37a6,9501.948970458108,0.0269434537249753,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6fec6cb90d4bc025d5249f299d640d66fcbfb6eb,9402.895624261317,0.0266625809000575,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x298afe764ceade43ba80ac4390195e8d9451d6ef,9004.587974932845,0.0255331511639738,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7dd508a1e4da1243789b799a480f8b45e58b1b5b,8929.459841298427,0.0253201199849687,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb2f456886367c8e50566377ec6d9293d4da5bb81,8800.0,0.0249530273754303,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x86bd7405d5e5efc6777034ea1f3f33d2bbc1a410,8758.22978915987,0.0248345849646835,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x42add773b02585dbaf024db751d8944618ada20a,8682.045688386424,0.024618559515573,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x22aa9d6458d3d56ca454166e9d657060ff55597e,8598.111654299892,0.0243805585780399,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x67a16655c1c46f8822726e989751817c49f29054,8578.44072290932,0.0243247802496889,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xcfcbfe50f8957e500dbc1a877e6596b99d28ddf8,8545.540982884851,0.0242314906913394,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xec3124f5d4161c3db98cc0c31b3ff5a1e3472a25,8545.540982884851,0.0242314906913394,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9e2e00aab67c3a7b827eb3e431c4a6c2077510a6,8506.705024990026,0.0241213685640098,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5b4df17ca5a3339d722028a585582693742e5b5a,8396.098775711323,0.023807736658766,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x174001088ac628d8b75d9c9cb94b904220bd5b56,8184.941638530258,0.0232089855423346,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x98ab20307fdaba1ce8b16d69d22461c6dbe85459,8112.00652877269,0.0230021728388789,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x355382c41debac9ff3161eaa37472e8efeb0db6a,8112.00652877269,0.0230021728388789,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xcbb82d22b1624761b62bd807b01b7d491da8b4f5,8061.079659855111,0.022857766071351,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1b32fc9b7fb1d32cb48d93a3ff22b8850acf33b1,8037.293245175194,0.0227903179967292,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3f6364f662b0127a3430bb9a9fc16b602da9a188,8029.507399704906,0.0227682406768246,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb30dd1198feed1e22ec969f61eed04cb75937adf,8024.142965523259,0.0227530294412577,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xef5323409964067fec899091685b48458f361d84,8001.737387990027,0.022689496828809,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0b83d0c0976b71724054e9f74a471f7d1c7abdc4,8000.0,0.0226845703413002,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x829d0f51a409a1fe36042fda26b4acbd8c2dae3f,8000.0,0.0226845703413002,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xff36b9cb75c9178841d8b75baf9776bfa59fbe9d,7848.567092313827,0.0222551715355009,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x66fda6b697155fad61694713f4d6b0c02736e2a3,7749.498631369537,0.021974255851639,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x53df7c1a39248589013c3bda3d0d1cc9fab1651c,7602.998898366997,0.0215588454143543,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdc7aa225964267c7e0efb35f4931426209e90312,7501.402220192433,0.0212707607902926,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2ea5e9e452f85f55be47504153f25740a5f3d78a,7481.064136588872,0.0212130907042786,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3035a1bbd824041b07f8ab2297a71a81e00127c5,7477.66485246904,0.0212034517918128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2ad7f82d4266d47e875ae2b06322f2e008cbf5c6,7477.66485246904,0.0212034517918128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe81b63111a88bf9a5b22832ef594ea7a2d487824,7477.66485246904,0.0212034517918128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2afccecb86504de8023def0cac5a7fbc240830bb,7477.66485246904,0.0212034517918128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe626e8ca82603e3b44751f8562b5ed126d345140,7477.66485246904,0.0212034517918128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0f46540678c7e6d2ef983b382cc07fa815ab148c,7477.66485246904,0.0212034517918128,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x606bff6d58f0f9e21895a55997d20a4b851d01bc,7476.66485246904,0.0212006162205201,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x95f50cf888dfec90321dc376c1e695f15b081595,7424.090273541494,0.0210515372537894,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x843f9b7cd5928474b93537cfc0a96690c86ce1d1,7401.23255156056,0.0209867225535246,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,7381.94273672609,0.0209320249083392,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x211a26a3fc01b01b217b76c391902e42e3e1ee91,7377.66485246904,0.0209198946625465,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x03ce77d68c5ef952d91ff53c336ffa260f43caa0,7331.1651194665,0.0207880413545281,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
0x02d92c87d262a55a38a3f19402f2282d024a8b9f,7331.1651194665,0.0207880413545281,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
