delegate,voting_power,th_vp,ch_member_r2,ch_vp_r2,ch_member_r3,ch_vp_r3,ch_member_r4,ch_vp_r4,gc_member_s3,gc_vp_s3,gc_member_s4,gc_vp_s4,gc_member_s5,gc_vp_s5,gc_member_mm_s5,gc_vp_mm_s5,sc_member_s5,sc_vp_s5,coc_member_s5,coc_vp_s5,dab_member_s5,dab_vp_s5,gc_member_s6,gc_vp_s6,gc_member_mm_s6,gc_vp_mm_s6,sc_member_s6,sc_vp_s6,coc_member_s6,coc_vp_s6,dab_member_s6,dab_vp_s6
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,6015425.262874544,8.6290841857966,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x429f9ada43e9f345cbb85ec88681bb70df808892,5159667.687022593,7.401506110771032,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x406b607644c5d7bfda95963201e45a4c6ab1c159,3456115.1113723107,4.957772218681697,0,0,0,0.0,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1b686ee8e31c5959d9f5bbd8122a58682788eead,2751830.5921512544,3.9474811517110386,0,0,0,0.0,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,2577126.8977834103,3.6968699612481033,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,2328986.783477508,3.3409147556479573,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,2134746.3453259137,3.062278247030581,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa6e8772af29b29b9202a073f8e36f447689beef6,2023020.0873259665,2.9020077351524445,0,0,0,0.0,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4f41877773e44f2275da1942fee898556821bf66,2013488.614408115,2.888334905946105,0,0,0,0.0,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1633488.284058947,2.343227170762217,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x46abfe1c972fca43766d6ad70e1c1df72f4bb4d1,1526012.8750887304,2.1890544711809174,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x75536cf4f01c2bfa528f5c74ddc1232db3af3ee5,1466698.5546310777,2.103968505968905,0,0,1,0.7575757575757576,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb933aee47c438f22de0747d57fc239fe37878dd1,1372705.813857247,1.9691365967443257,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3d2d722b443a5cae8e41877bb7cd649f3650937c,1182494.0800334634,1.6962792354499021,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb55a948763e0d386b6defcd8070a522216ae42b1,1135475.2852845353,1.6288311132519198,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6eda5acaff7f5964e1ecc3fd61c62570c186ca0c,1129107.5994758364,1.6196967138519167,0,0,1,0.7575757575757576,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb1ea5a3e5ea7fa1834d48058ecda26d8c59e8251,1077666.9595090188,1.5459054865575714,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8f07bc36ff569312fdc41f3867d80bbd2fe94b76,1063403.6357800807,1.5254448514656707,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe93d59cc0bcecfd4ac204827ef67c5266079e2b5,1043249.3477016796,1.4965336704712595,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x80fc5137886375e7e5c9fbaaf3f1bfcf86bce482,1040998.3312292222,1.4933046035648296,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8ccde64d05a7677d80a5960cb75fb8de486cf98d,1012268.4854571816,1.4520918468638309,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x11cf2f033b079fbb195425bfcb7d5dac4db2d752,1007409.8074356578,1.4451221082589538,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x995013b47ef3a2b07b9e60da6d1fff8fa9c53cf4,1006217.9103547124,1.4434123404864643,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2b7839e74e8a9145e594810508006b3e856088f8,1004065.5326101348,1.4403247701242783,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3fb19771947072629c8eee7995a2ef23b72d4c8a,1000865.5729308312,1.4357344510267602,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8f73be66ca8c79382f72139be03746343bf5faa0,885580.5607900065,1.2703589319818474,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8f5415415d9200ccd8523f3ee88f96f476141cc3,865034.4133740909,1.2408856315919428,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,863192.5828816628,1.2382435390248188,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6cea573473348367a5f66e0f261bfa25799e6a60,710011.4090311587,1.0185062491289587,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9e5b45e4872de2ee4b6ffbd06b3735501826b032,580698.7606332555,0.8330081869719035,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb074ec6c37659525eef2fb44478077901f878012,553239.4820192684,0.7936180497020224,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdb5781a835b60110298ff7205d8ef9678ff1f800,497627.9468216119,0.7138437032591155,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x3471884f189fd7c63fe8c83601d28ce0cc1b3853,495344.57776279486,0.7105682268007213,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x45a10f35befa4ab841c77860204b133118b7ccae,465063.4744088811,0.6671302022786003,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x13838884271ec954cb036d0b29d404afab5eae2a,455089.7647955505,0.6528229877198425,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd1c5980984bdbb0061b842fa81b3d38859850c39,454298.59204859374,0.6516880561163976,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x62a43123fe71f9764f26554b3f5017627996816a,377986.5063816615,0.5422189192163396,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7ae109a63ff4dc852e063a673b40bed85d22e585,367065.5144090175,0.5265528349403094,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc94ae9860b37170c08e51f453f8124a86cd7c0cd,344099.82431852526,0.49360871802162076,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9cbe5b896d0c24acf41860b9e3df6750c2040a40,334988.5837874973,0.48053870914552144,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xb7abf554aefd4686639afcf2a653adfda3d9b038,294384.487446279,0.42229242558199875,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd23199f1222c418ffc74c385171330b21b16e452,284431.0045852036,0.4080142261535747,0,0,0,0.0,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532,283425.4597261459,0.406571779300323,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc70abe97baf38782fa479b23311b611d0e82076b,282175.77042314084,0.4047791090018033,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xaa31cb426e2c83cda9c850874d166d7fca836b14,271762.8400567295,0.3898418354382609,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6e9fe041e0ba8c2af35215d900d188d53d7a9b41,256546.762840388,0.3680144823352737,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x13debc7a8ef08a97531d0f9a7eabf2b0271c5054,252084.03546575428,0.36161273207970296,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xed11e5ea95a5a3440fbaadc4cc404c56d0a5bb04,251500.17887400743,0.36077519400675745,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x94db037207f6fb697dbd33524aadffd108819dc8,250689.11319797943,0.3596117261399302,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd0c417aab37c6b3acf93da6036bfe29963c5b3d9,247589.21225510488,0.35516494057868586,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x01e6b50557ef1a2ca58a621998ace3f278e808b8,244819.3235873269,0.35119155524763473,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7899d9b1181cbb427b0b1be0684c096c260f7474,242337.76420366173,0.34763177619662416,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdab0d648a2a771e6952916a822dddf738b535f5a,239215.22503682724,0.3431525162662654,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,227322.0932883874,0.3260919044881687,0,0,1,0.7575757575757576,0,0,0,0,1,11.11111111111111,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5ab0fdc6f0ca9ea178c95ceccf944a4ce1aedddd,201499.56516425943,0.28904967399975917,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xeb1afebd776c9669ce0eb3cb2e14346751223c60,200461.10392328663,0.2875600088338821,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x2f30c18491435cb8bf24047d3398167ac327f750,200122.53282364173,0.28707433103155866,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,199813.23375862028,0.28663064375193603,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc17a59dc5fc0df4853ee71e6dd7640e5e4954f0f,199740.85567235065,0.2865268179088186,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x59761d97585985a4dabeea984eefc0aa18ac02a8,199716.91924556336,0.28649248127710464,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8d5579eda0d6f0515c833ebd36bbaf116e11613a,199715.0037714616,0.2864897335433107,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x5c070a099b0e02a6ae56883ff5b657129cbcb6e5,199645.4620667355,0.2863899764690753,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x20f3880a281092dbc6699e5d5a0ff5feb3d3db1a,199631.00896577304,0.2863692435999098,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,199209.0192713428,0.28576390242457334,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7b0befc5b043148cd7bd5cfeeef7bc63d28edec0,186735.2789289617,0.2678704118029745,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xf9551c66995ed3ff9bb05c9fd7ff148bd75dc99a,170341.93263396865,0.24435427469136267,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1de2a056508e0d0dd88a88f1f5cdf9cfa510795c,151975.79252830142,0.21800817907646927,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xeef440ea127a0aabf70601c6c68c425c29d02018,151353.29496452233,0.217115210807633,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe48c655276c23f1534ae2a87a2bf8a8a6585df70,149085.42386513652,0.2138619660603475,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0331969e189d63fbc31d771bb04ab44227d748d8,145009.30133171706,0.20801479766319725,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x4ac799e9b0e252bc45d499857c84809a5a444ae0,143301.047738341,0.20556432019506102,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x062a07cbf4848fda67292a96a5e02c97e402233f,141771.08072193025,0.20336959353665157,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xa3ebc4a674ac613f797b45b4bdc1c1ddab13836a,117468.5904556883,0.16850784640030822,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xc420c9d507d0e038bd76383aaadcad576ed0073c,103546.02296050324,0.1485360236698605,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0f97258b5b506b210ba05f4c1f3c3cf84cc44496,100205.813043342,0.1437445166169338,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7110d94153ccbf0a6f9d11527648549516b4c809,99810.57680328006,0.1431775530790737,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xfc61965861b679c5aa728d41fa6ea0b29544f554,92623.9028368876,0.13286832106939214,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0f9457824adb0649f57b91f21fcaf598b7ed9230,91223.07325564152,0.13085884113101948,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xdf629daa1e3a099d4c87d7ba855e9561d2300032,87406.52228710044,0.12538402627292797,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1372eda77df5a048db8af4db3d8680ff56388824,79762.63286874307,0.11441892199260217,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1d1a13b16667c284b87de62caeeff0ce89e342b2,79343.70588900009,0.11381797425941129,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,76240.31822187382,0.10936618701735708,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd0214b7e8a7821a5cb07024bc00d64ece8cc1067,75140.47285020184,0.10778846675839386,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x1dd174bf2e090d0f1b1360ac8905780429b2642b,64236.16355509029,0.09214631366305012,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x0b846d075512953b1764b9f78af1e268923de6da,56485.35815466305,0.08102783917699974,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,55887.07925743577,0.08016961241078559,0,0,1,0.7575757575757576,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xe7589a9435e27bf1443ebb279083f044c054e9fe,55467.96786857613,0.07956840014404591,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0xd3efbc65713c307d3057b7e0979a996f6a9799ac,54484.417244248856,0.07815750386200031,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x049e37b4276b58db622ab5db2ff2affcb40dc11c,52716.01971196533,0.07562075034696494,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x33d66941465ac776c38096cb1bc496c673ae7390,51440.76103567903,0.07379140096675446,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x523d007855b3543797e0d3d462cb44b601274819,50972.19926626655,0.07311925248550578,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x70d95a4e6f514149af97de9a107d12bf1cf57169,50401.3020590741,0.07230030455630389,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
0x6fc69da059944b4895d65f385b9a26b1285cab88,49841.95465362448,0.07149792473446147,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
